timestamp,day,hour,minute,temperature,humidity,nh3,co2,activity,ear_tag_temp,feeding_amount,anomaly_label
Day06-06:23,6,6,23,23.8,61.8,6.2,653.0,41.2,38.9,0,疫病前兆
Day06-06:24,6,6,24,23.3,61.9,8.4,556.0,35.4,40.6,0,疫病前兆
Day06-06:25,6,6,25,23.7,62.1,6.5,656.0,29.4,38.5,0,疫病前兆
Day06-06:26,6,6,26,23.4,59.8,6.4,568.0,40.1,38.5,0,疫病前兆
Day06-06:27,6,6,27,23.5,61.8,6.1,644.0,35.4,41.0,0,疫病前兆
Day06-06:28,6,6,28,23.8,62.1,7.0,538.0,37.1,38.8,0,疫病前兆
Day06-06:29,6,6,29,23.5,61.9,5.8,424.0,35.8,41.3,0,疫病前兆
Day06-06:30,6,6,30,23.8,59.7,5.8,461.0,31.6,37.9,0,疫病前兆
Day06-06:31,6,6,31,23.6,61.0,4.7,534.0,30.9,38.5,0,疫病前兆
Day06-06:32,6,6,32,23.7,61.4,4.0,681.0,28.4,38.4,0,疫病前兆
Day06-06:33,6,6,33,23.3,61.0,4.8,579.0,40.0,38.3,0,疫病前兆
Day06-06:34,6,6,34,23.3,61.3,4.2,602.0,35.3,40.3,0,疫病前兆
Day06-06:35,6,6,35,22.9,61.0,5.4,554.0,41.4,38.3,0,疫病前兆
Day06-06:36,6,6,36,23.8,61.7,8.0,625.0,36.1,38.4,0,疫病前兆
Day06-06:37,6,6,37,24.0,61.1,5.9,584.0,35.0,38.5,0,疫病前兆
Day06-06:38,6,6,38,23.7,62.5,6.7,629.0,40.7,38.8,0,疫病前兆
Day06-06:39,6,6,39,23.7,59.5,5.1,603.0,32.6,38.2,0,疫病前兆
Day06-06:40,6,6,40,23.4,61.9,7.1,655.0,35.2,40.7,0,疫病前兆
Day06-06:41,6,6,41,23.7,62.7,5.9,615.0,40.6,40.9,0,疫病前兆
Day06-06:42,6,6,42,23.9,59.6,8.1,623.0,30.0,38.5,0,疫病前兆
Day06-06:43,6,6,43,23.4,62.6,5.4,588.0,34.0,40.6,0,疫病前兆
Day06-06:44,6,6,44,23.3,61.3,7.4,576.0,34.1,41.3,0,疫病前兆
Day06-06:45,6,6,45,23.6,60.1,5.4,552.0,32.7,37.9,0,疫病前兆
Day06-06:46,6,6,46,23.7,61.6,6.4,521.0,38.4,41.3,0,疫病前兆
Day06-06:47,6,6,47,23.2,60.3,5.5,581.0,34.7,38.4,0,疫病前兆
Day06-06:48,6,6,48,23.2,60.8,5.0,594.0,34.7,41.3,0,疫病前兆
Day06-06:49,6,6,49,23.4,61.7,6.3,652.0,29.7,38.7,0,疫病前兆
Day06-06:50,6,6,50,23.5,59.9,7.3,584.0,31.1,41.1,0,疫病前兆
Day06-06:51,6,6,51,23.1,61.4,6.4,583.0,42.5,40.6,0,疫病前兆
Day06-06:52,6,6,52,23.1,62.4,7.2,556.0,37.5,41.1,0,疫病前兆
Day06-06:53,6,6,53,23.4,60.1,5.9,716.0,32.9,38.2,0,疫病前兆
Day06-06:54,6,6,54,23.5,60.6,7.4,603.0,28.6,39.0,0,疫病前兆
Day06-06:55,6,6,55,23.5,59.9,8.7,697.0,28.1,40.9,0,疫病前兆
Day06-06:56,6,6,56,23.7,62.1,8.5,528.0,36.5,38.4,0,疫病前兆
Day06-06:57,6,6,57,24.3,60.7,8.6,615.0,34.2,38.6,0,疫病前兆
Day06-06:58,6,6,58,22.9,62.6,3.6,638.0,27.4,38.9,0,疫病前兆
Day06-06:59,6,6,59,24.0,61.3,5.8,654.0,31.6,38.7,0,疫病前兆
Day06-07:00,6,7,0,23.3,58.7,7.1,718.0,43.5,41.2,1544.0,疫病前兆
Day06-07:01,6,7,1,23.9,58.5,9.3,726.0,56.0,38.2,1568.0,疫病前兆
Day06-07:02,6,7,2,24.9,59.4,8.3,721.0,50.0,38.8,1662.0,疫病前兆
Day06-07:03,6,7,3,24.1,58.8,4.8,679.0,47.1,38.5,1472.0,疫病前兆
Day06-07:04,6,7,4,24.3,59.9,7.3,659.0,46.0,38.6,1603.0,疫病前兆
Day06-07:05,6,7,5,24.6,61.6,7.3,771.0,52.0,38.1,1604.0,疫病前兆
Day06-07:06,6,7,6,24.0,59.7,7.7,636.0,47.8,38.3,1501.0,疫病前兆
Day06-07:07,6,7,7,24.3,61.0,8.2,685.0,54.0,38.3,1629.0,疫病前兆
Day06-07:08,6,7,8,24.2,59.2,6.9,713.0,48.8,38.4,1555.0,疫病前兆
Day06-07:09,6,7,9,24.1,59.1,7.7,604.0,52.9,38.0,1684.0,疫病前兆
Day06-07:10,6,7,10,24.6,58.5,8.2,738.0,49.4,41.0,1368.0,疫病前兆
Day06-07:11,6,7,11,24.7,59.3,6.3,674.0,41.0,38.0,1526.0,疫病前兆
Day06-07:12,6,7,12,24.0,57.9,7.0,648.0,55.9,38.4,1506.0,疫病前兆
Day06-07:13,6,7,13,24.2,58.0,6.5,761.0,48.9,38.3,1486.0,疫病前兆
Day06-07:14,6,7,14,24.3,59.0,8.8,774.0,51.4,41.4,1512.0,疫病前兆
Day06-07:15,6,7,15,23.9,58.4,8.8,754.0,57.6,38.6,1217.0,疫病前兆
Day06-07:16,6,7,16,24.2,60.4,8.5,792.0,53.9,38.5,1754.0,疫病前兆
Day06-07:17,6,7,17,23.9,59.7,6.9,730.0,44.7,39.0,1613.0,疫病前兆
Day06-07:18,6,7,18,24.3,57.1,7.4,701.0,44.5,38.8,1510.0,疫病前兆
Day06-07:19,6,7,19,23.9,58.4,7.8,737.0,54.5,39.0,1516.0,疫病前兆
Day06-07:20,6,7,20,24.3,59.8,9.5,667.0,49.2,38.8,1605.0,疫病前兆
Day06-07:21,6,7,21,24.6,59.6,6.7,643.0,50.9,40.7,1674.0,疫病前兆
Day06-07:22,6,7,22,24.1,59.3,6.1,657.0,35.5,40.4,1477.0,疫病前兆
Day06-07:23,6,7,23,24.1,59.2,11.1,642.0,45.7,41.1,1633.0,疫病前兆
Day06-07:24,6,7,24,24.3,59.1,7.0,697.0,50.0,41.4,1692.0,疫病前兆
Day06-07:25,6,7,25,24.0,60.5,9.0,689.0,50.0,38.4,1658.0,疫病前兆
Day06-07:26,6,7,26,23.9,58.6,7.7,729.0,41.9,38.1,1873.0,疫病前兆
Day06-07:27,6,7,27,24.4,57.4,7.7,749.0,50.4,41.3,1449.0,疫病前兆
Day06-07:28,6,7,28,24.0,59.3,6.6,647.0,41.7,38.4,1734.0,疫病前兆
Day06-07:29,6,7,29,24.2,61.7,4.0,620.0,40.9,38.9,1725.0,疫病前兆
Day06-07:30,6,7,30,24.3,59.4,5.4,700.0,49.6,38.7,1636.0,疫病前兆
Day06-07:31,6,7,31,24.1,56.8,4.2,710.0,47.6,38.6,1485.0,疫病前兆
Day06-07:32,6,7,32,24.1,59.8,6.3,679.0,56.8,40.4,1543.0,疫病前兆
Day06-07:33,6,7,33,24.5,59.0,6.2,690.0,50.0,38.3,1499.0,疫病前兆
Day06-07:34,6,7,34,24.0,59.2,4.8,681.0,52.6,39.0,1596.0,疫病前兆
Day06-07:35,6,7,35,23.9,59.2,7.6,706.0,56.4,40.7,1634.0,疫病前兆
Day06-07:36,6,7,36,23.9,59.2,7.3,723.0,50.3,38.8,1604.0,疫病前兆
Day06-07:37,6,7,37,24.3,59.3,6.3,670.0,51.1,38.0,1608.0,疫病前兆
Day06-07:38,6,7,38,23.3,58.9,7.3,722.0,45.6,40.9,1523.0,疫病前兆
Day06-07:39,6,7,39,24.0,60.1,4.8,731.0,41.2,38.5,1730.0,疫病前兆
Day06-07:40,6,7,40,24.4,59.2,4.4,734.0,51.3,38.7,1709.0,疫病前兆
Day06-07:41,6,7,41,24.1,58.9,7.7,649.0,52.6,38.7,1345.0,疫病前兆
Day06-07:42,6,7,42,23.8,59.3,6.2,749.0,52.9,38.8,1696.0,疫病前兆
Day06-07:43,6,7,43,24.4,57.7,7.6,742.0,42.9,38.2,1563.0,疫病前兆
Day06-07:44,6,7,44,24.4,57.9,7.8,760.0,41.6,38.8,1474.0,疫病前兆
Day06-07:45,6,7,45,24.1,59.6,5.4,688.0,48.6,38.1,1550.0,疫病前兆
Day06-07:46,6,7,46,24.3,59.6,12.2,635.0,44.7,38.9,1501.0,疫病前兆
Day06-07:47,6,7,47,24.5,59.2,8.7,721.0,43.0,38.4,1508.0,疫病前兆
Day06-07:48,6,7,48,24.1,57.9,8.8,704.0,41.4,41.2,1610.0,疫病前兆
Day06-07:49,6,7,49,24.3,60.3,10.8,685.0,47.6,38.2,1643.0,疫病前兆
Day06-07:50,6,7,50,24.3,59.0,8.5,696.0,42.7,40.9,1752.0,疫病前兆
Day06-07:51,6,7,51,23.4,61.3,7.2,759.0,50.8,38.5,1538.0,疫病前兆
Day06-07:52,6,7,52,23.8,59.4,7.6,730.0,56.9,38.4,1495.0,疫病前兆
Day06-07:53,6,7,53,24.5,59.8,9.5,709.0,46.8,38.4,1499.0,疫病前兆
Day06-07:54,6,7,54,23.7,60.9,8.8,672.0,52.6,38.7,1658.0,疫病前兆
Day06-07:55,6,7,55,24.1,59.2,7.3,705.0,46.5,38.6,1465.0,疫病前兆
Day06-07:56,6,7,56,24.4,60.4,6.9,691.0,50.0,41.2,1670.0,疫病前兆
Day06-07:57,6,7,57,24.1,59.5,10.1,746.0,52.0,38.7,1549.0,疫病前兆
Day06-07:58,6,7,58,24.5,58.7,5.1,759.0,54.1,40.3,1593.0,疫病前兆
Day06-07:59,6,7,59,24.2,60.3,9.3,732.0,51.4,40.6,1367.0,疫病前兆
Day06-08:00,6,8,0,24.9,57.7,10.0,787.0,50.7,40.7,0,疫病前兆
Day06-08:01,6,8,1,24.8,57.1,10.2,726.0,61.0,38.2,0,疫病前兆
Day06-08:02,6,8,2,24.8,55.8,9.2,888.0,47.4,41.1,0,疫病前兆
Day06-08:03,6,8,3,24.4,57.9,7.0,817.0,39.5,39.2,0,疫病前兆
Day06-08:04,6,8,4,24.0,60.0,8.2,825.0,53.8,38.8,0,疫病前兆
Day06-08:05,6,8,5,24.7,58.5,5.1,810.0,53.0,38.3,0,疫病前兆
Day06-08:06,6,8,6,24.4,56.6,11.5,850.0,48.4,38.6,0,疫病前兆
Day06-08:07,6,8,7,24.8,56.9,10.1,820.0,54.9,40.6,0,疫病前兆
Day06-08:08,6,8,8,24.4,55.4,8.1,729.0,54.5,37.9,0,疫病前兆
Day06-08:09,6,8,9,25.0,57.5,8.8,813.0,60.4,41.3,0,疫病前兆
Day06-08:10,6,8,10,24.5,59.3,7.1,683.0,44.2,38.4,0,疫病前兆
Day06-08:11,6,8,11,24.7,56.4,8.7,894.0,51.9,38.8,0,疫病前兆
Day06-08:12,6,8,12,24.9,59.1,8.2,807.0,45.9,38.4,0,疫病前兆
Day06-08:13,6,8,13,24.2,57.1,8.8,933.0,52.4,38.1,0,疫病前兆
Day06-08:14,6,8,14,24.8,57.6,8.4,758.0,55.7,41.4,0,疫病前兆
Day06-08:15,6,8,15,24.1,59.0,7.9,807.0,41.3,39.0,0,疫病前兆
Day06-08:16,6,8,16,24.8,58.8,10.2,727.0,44.0,38.5,0,疫病前兆
Day06-08:17,6,8,17,24.5,56.5,7.9,839.0,48.1,38.7,0,疫病前兆
Day06-08:18,6,8,18,25.0,59.2,6.5,831.0,48.2,41.4,0,疫病前兆
Day06-08:19,6,8,19,25.5,58.4,9.4,770.0,44.4,38.5,0,疫病前兆
Day06-08:20,6,8,20,25.0,57.4,7.7,690.0,52.4,40.9,0,疫病前兆
Day06-08:21,6,8,21,24.4,58.1,7.7,753.0,44.1,38.6,0,疫病前兆
Day06-08:22,6,8,22,24.2,57.1,7.9,862.0,48.8,37.8,0,疫病前兆
Day06-08:23,6,8,23,24.7,57.2,9.2,797.0,45.0,38.8,0,疫病前兆
Day06-08:24,6,8,24,24.2,58.1,8.7,752.0,49.3,40.8,0,疫病前兆
Day06-08:25,6,8,25,24.2,57.1,4.9,791.0,55.5,40.3,0,疫病前兆
Day06-08:26,6,8,26,24.6,59.4,7.7,799.0,44.0,38.9,0,疫病前兆
Day06-08:27,6,8,27,24.2,59.6,5.0,834.0,48.6,38.5,0,疫病前兆
Day06-08:28,6,8,28,24.6,57.9,8.9,867.0,48.8,39.1,0,疫病前兆
Day06-08:29,6,8,29,24.5,56.5,9.0,812.0,48.8,41.1,0,疫病前兆
Day06-08:30,6,8,30,25.0,58.6,7.2,860.0,47.1,40.8,0,疫病前兆
Day06-08:31,6,8,31,24.8,59.6,7.8,828.0,56.0,40.8,0,疫病前兆
Day06-08:32,6,8,32,24.7,57.7,7.2,786.0,53.0,38.5,0,疫病前兆
Day06-08:33,6,8,33,24.4,56.8,8.5,737.0,44.8,38.8,0,疫病前兆
Day06-08:34,6,8,34,24.6,58.8,10.9,769.0,52.0,38.5,0,疫病前兆
Day06-08:35,6,8,35,25.1,58.5,7.4,812.0,42.6,38.5,0,疫病前兆
Day06-08:36,6,8,36,24.5,59.5,8.9,803.0,56.9,38.4,0,疫病前兆
Day06-08:37,6,8,37,24.4,58.5,9.4,819.0,57.3,38.3,0,疫病前兆
Day06-08:38,6,8,38,24.4,57.2,8.0,797.0,47.4,38.8,0,疫病前兆
Day06-08:39,6,8,39,24.4,56.5,6.1,809.0,50.7,38.7,0,疫病前兆
Day06-08:40,6,8,40,24.6,57.5,6.3,725.0,49.0,40.4,0,疫病前兆
Day06-08:41,6,8,41,24.6,58.1,9.1,812.0,46.3,38.7,0,疫病前兆
Day06-08:42,6,8,42,24.6,59.4,5.5,759.0,51.6,38.5,0,疫病前兆
Day06-08:43,6,8,43,24.4,58.4,6.6,862.0,51.3,38.0,0,疫病前兆
Day06-08:44,6,8,44,24.2,57.6,9.5,793.0,40.0,38.8,0,疫病前兆
Day06-08:45,6,8,45,24.2,57.7,4.7,826.0,57.1,40.8,0,疫病前兆
Day06-08:46,6,8,46,24.2,58.7,8.5,874.0,40.2,38.7,0,疫病前兆
Day06-08:47,6,8,47,24.7,58.2,7.3,723.0,46.4,38.5,0,疫病前兆
Day06-08:48,6,8,48,24.7,59.7,5.7,812.0,53.9,41.4,0,疫病前兆
Day06-08:49,6,8,49,24.6,58.3,5.5,861.0,51.0,38.2,0,疫病前兆
Day06-08:50,6,8,50,24.6,60.4,9.5,813.0,41.6,39.2,0,疫病前兆
Day06-08:51,6,8,51,24.4,57.8,8.4,758.0,50.0,38.7,0,疫病前兆
Day06-08:52,6,8,52,24.7,56.8,5.7,794.0,45.3,40.5,0,疫病前兆
Day06-08:53,6,8,53,24.8,59.0,4.4,840.0,51.3,38.4,0,疫病前兆
Day06-08:54,6,8,54,24.6,57.4,9.7,694.0,48.0,38.6,0,疫病前兆
Day06-08:55,6,8,55,24.6,56.3,8.0,835.0,52.1,38.5,0,疫病前兆
Day06-08:56,6,8,56,24.8,58.7,8.9,758.0,55.2,40.4,0,疫病前兆
Day06-08:57,6,8,57,24.1,56.6,8.9,783.0,43.0,38.5,0,疫病前兆
Day06-08:58,6,8,58,24.6,58.9,7.5,768.0,49.0,40.3,0,疫病前兆
Day06-08:59,6,8,59,24.7,58.2,5.5,835.0,50.5,40.9,0,疫病前兆
Day06-09:00,6,9,0,24.7,57.1,9.3,832.0,35.3,40.5,0,疫病前兆
Day06-09:01,6,9,1,24.8,56.1,11.6,856.0,44.0,40.9,0,疫病前兆
Day06-09:02,6,9,2,25.3,56.6,8.1,880.0,33.9,41.0,0,疫病前兆
Day06-09:03,6,9,3,24.6,54.8,10.9,793.0,34.8,38.7,0,疫病前兆
Day06-09:04,6,9,4,24.7,56.3,8.2,926.0,34.1,38.4,0,疫病前兆
Day06-09:05,6,9,5,24.4,57.8,10.9,826.0,38.9,38.5,0,疫病前兆
Day06-09:06,6,9,6,25.1,57.2,7.1,854.0,33.4,38.7,0,疫病前兆
Day06-09:07,6,9,7,24.8,59.9,7.8,804.0,31.4,38.6,0,疫病前兆
Day06-09:08,6,9,8,24.9,56.5,11.6,934.0,34.6,38.3,0,疫病前兆
Day06-09:09,6,9,9,25.7,57.1,9.1,926.0,43.2,38.9,0,疫病前兆
Day06-09:10,6,9,10,24.8,57.2,8.5,871.0,38.0,41.2,0,疫病前兆
Day06-09:11,6,9,11,24.7,57.6,9.3,901.0,33.9,38.4,0,疫病前兆
Day06-09:12,6,9,12,24.7,56.0,7.3,905.0,36.4,38.7,0,疫病前兆
Day06-09:13,6,9,13,24.7,58.3,7.1,912.0,32.9,38.9,0,疫病前兆
Day06-09:14,6,9,14,25.0,56.1,8.1,855.0,40.2,38.5,0,疫病前兆
Day06-09:15,6,9,15,25.0,57.5,7.6,886.0,41.6,38.4,0,疫病前兆
Day06-09:16,6,9,16,25.7,57.6,9.0,784.0,30.9,38.5,0,疫病前兆
Day06-09:17,6,9,17,24.8,56.3,8.1,901.0,29.5,38.0,0,疫病前兆
Day06-09:18,6,9,18,25.1,57.9,8.4,815.0,28.4,41.0,0,疫病前兆
Day06-09:19,6,9,19,24.5,58.5,9.5,903.0,35.7,38.6,0,疫病前兆
Day06-09:20,6,9,20,24.8,57.8,11.1,835.0,39.0,38.8,0,疫病前兆
Day06-09:21,6,9,21,25.4,56.7,5.1,930.0,35.7,41.2,0,疫病前兆
Day06-09:22,6,9,22,24.8,57.6,10.1,1002.0,25.1,38.3,0,疫病前兆
Day06-09:23,6,9,23,24.9,56.6,8.5,848.0,37.9,38.2,0,疫病前兆
Day06-09:24,6,9,24,25.4,57.9,9.8,847.0,39.8,38.4,0,疫病前兆
Day06-09:25,6,9,25,24.9,56.6,10.5,932.0,32.7,38.4,0,疫病前兆
Day06-09:26,6,9,26,24.9,56.7,9.5,922.0,37.1,38.7,0,疫病前兆
Day06-09:27,6,9,27,25.4,56.2,8.3,899.0,28.3,38.6,0,疫病前兆
Day06-09:28,6,9,28,25.3,57.0,9.4,906.0,35.4,38.3,0,疫病前兆
Day06-09:29,6,9,29,25.2,57.1,8.2,902.0,44.7,41.1,0,疫病前兆
Day06-09:30,6,9,30,25.0,56.8,10.0,848.0,38.0,41.1,0,疫病前兆
Day06-09:31,6,9,31,24.8,57.4,10.4,818.0,34.5,38.8,0,疫病前兆
Day06-09:32,6,9,32,24.8,58.0,7.5,857.0,37.9,38.8,0,疫病前兆
Day06-09:33,6,9,33,25.2,57.9,10.2,885.0,32.9,40.6,0,疫病前兆
Day06-09:34,6,9,34,24.7,54.9,8.1,963.0,35.9,41.2,0,疫病前兆
Day06-09:35,6,9,35,24.6,56.9,7.9,920.0,30.9,38.9,0,疫病前兆
Day06-09:36,6,9,36,25.0,57.8,7.5,903.0,35.5,38.7,0,疫病前兆
Day06-09:37,6,9,37,24.7,57.5,8.9,888.0,37.2,37.8,0,疫病前兆
Day06-09:38,6,9,38,25.1,57.1,9.8,879.0,38.5,38.3,0,疫病前兆
Day06-09:39,6,9,39,25.1,56.8,6.5,883.0,30.9,41.3,0,疫病前兆
Day06-09:40,6,9,40,24.9,57.0,7.3,933.0,40.1,40.9,0,疫病前兆
Day06-09:41,6,9,41,24.9,57.1,7.4,889.0,38.3,38.6,0,疫病前兆
Day06-09:42,6,9,42,25.1,57.1,9.7,881.0,34.1,38.6,0,疫病前兆
Day06-09:43,6,9,43,25.5,58.8,9.4,801.0,37.2,40.9,0,疫病前兆
Day06-09:44,6,9,44,24.9,58.7,8.9,849.0,39.0,38.1,0,疫病前兆
Day06-09:45,6,9,45,24.9,56.1,9.2,909.0,36.0,40.7,0,疫病前兆
Day06-09:46,6,9,46,25.0,58.9,8.4,883.0,30.4,38.7,0,疫病前兆
Day06-09:47,6,9,47,24.8,56.2,9.7,904.0,29.5,38.6,0,疫病前兆
Day06-09:48,6,9,48,24.3,56.7,7.6,846.0,34.5,40.4,0,疫病前兆
Day06-09:49,6,9,49,25.4,57.0,5.9,854.0,35.9,38.7,0,疫病前兆
Day06-09:50,6,9,50,24.8,58.3,10.1,855.0,38.0,40.4,0,疫病前兆
Day06-09:51,6,9,51,24.7,59.2,7.9,837.0,33.9,40.3,0,疫病前兆
Day06-09:52,6,9,52,24.8,57.7,9.0,927.0,40.4,40.9,0,疫病前兆
Day06-09:53,6,9,53,25.1,57.5,8.9,809.0,36.9,38.7,0,疫病前兆
Day06-09:54,6,9,54,25.1,58.7,7.9,826.0,40.6,40.5,0,疫病前兆
Day06-09:55,6,9,55,24.9,56.8,12.3,836.0,35.2,40.7,0,疫病前兆
Day06-09:56,6,9,56,25.1,55.3,7.7,805.0,37.2,38.2,0,疫病前兆
Day06-09:57,6,9,57,24.5,58.2,7.4,885.0,30.2,38.6,0,疫病前兆
Day06-09:58,6,9,58,24.7,58.8,9.5,768.0,35.9,38.9,0,疫病前兆
Day06-09:59,6,9,59,25.4,57.5,6.6,849.0,29.3,38.8,0,疫病前兆
Day06-10:00,6,10,0,25.2,56.6,7.1,967.0,43.8,38.7,0,疫病前兆
Day06-10:01,6,10,1,24.0,58.9,9.9,1043.0,37.5,41.0,0,疫病前兆
Day06-10:02,6,10,2,25.4,56.8,12.9,873.0,38.2,38.7,0,疫病前兆
Day06-10:03,6,10,3,24.7,56.9,12.3,975.0,33.0,38.4,0,疫病前兆
Day06-10:04,6,10,4,25.2,56.7,9.9,972.0,30.7,38.9,0,疫病前兆
Day06-10:05,6,10,5,25.0,57.9,9.6,972.0,39.5,39.2,0,疫病前兆
Day06-10:06,6,10,6,25.3,57.3,10.5,995.0,36.1,38.2,0,疫病前兆
Day06-10:07,6,10,7,24.8,56.6,7.4,913.0,34.9,38.4,0,疫病前兆
Day06-10:08,6,10,8,24.6,58.5,10.6,1045.0,38.3,40.5,0,疫病前兆
Day06-10:09,6,10,9,24.6,57.1,7.1,953.0,27.8,38.3,0,疫病前兆
Day06-10:10,6,10,10,24.8,56.8,11.5,799.0,38.1,38.6,0,疫病前兆
Day06-10:11,6,10,11,24.6,57.3,11.1,936.0,40.1,40.4,0,疫病前兆
Day06-10:12,6,10,12,25.2,56.9,8.6,983.0,37.3,38.3,0,疫病前兆
Day06-10:13,6,10,13,25.3,56.0,7.9,972.0,34.4,38.4,0,疫病前兆
Day06-10:14,6,10,14,24.7,56.3,10.0,959.0,40.1,38.5,0,疫病前兆
Day06-10:15,6,10,15,25.0,57.1,10.8,967.0,32.5,39.0,0,疫病前兆
Day06-10:16,6,10,16,24.5,56.3,10.7,873.0,38.4,38.2,0,疫病前兆
Day06-10:17,6,10,17,25.3,54.4,6.5,883.0,31.5,40.3,0,疫病前兆
Day06-10:18,6,10,18,24.9,55.8,8.2,976.0,36.6,38.9,0,疫病前兆
Day06-10:19,6,10,19,25.3,58.2,11.1,883.0,31.6,40.4,0,疫病前兆
Day06-10:20,6,10,20,24.7,55.6,10.1,1046.0,36.4,41.2,0,疫病前兆
Day06-10:21,6,10,21,24.9,56.7,10.8,975.0,31.0,38.6,0,疫病前兆
Day06-10:22,6,10,22,24.3,57.3,10.5,934.0,42.2,38.5,0,疫病前兆
Day06-10:23,6,10,23,24.6,56.5,8.9,960.0,31.2,40.7,0,疫病前兆
Day06-10:24,6,10,24,25.5,56.2,8.6,923.0,37.1,38.5,0,疫病前兆
Day06-10:25,6,10,25,25.2,57.6,10.0,998.0,36.0,38.1,0,疫病前兆
Day06-10:26,6,10,26,25.2,58.7,13.5,895.0,30.9,38.9,0,疫病前兆
Day06-10:27,6,10,27,24.8,58.7,10.4,967.0,38.1,38.7,0,疫病前兆
Day06-10:28,6,10,28,25.4,55.5,8.1,923.0,37.3,38.1,0,疫病前兆
Day06-10:29,6,10,29,24.6,57.5,12.6,930.0,33.0,41.2,0,疫病前兆
Day06-10:30,6,10,30,25.1,56.6,8.7,977.0,41.4,41.5,0,疫病前兆
Day06-10:31,6,10,31,25.4,56.3,11.3,857.0,36.0,38.9,0,疫病前兆
Day06-10:32,6,10,32,25.2,56.9,12.6,930.0,36.7,40.5,0,疫病前兆
Day06-10:33,6,10,33,24.9,57.0,9.5,961.0,36.1,40.6,0,疫病前兆
Day06-10:34,6,10,34,24.6,57.4,11.0,906.0,39.9,38.1,0,疫病前兆
Day06-10:35,6,10,35,25.0,56.9,9.2,878.0,27.6,38.5,0,疫病前兆
Day06-10:36,6,10,36,25.3,56.1,6.1,962.0,38.9,38.0,0,疫病前兆
Day06-10:37,6,10,37,24.9,56.6,9.8,1047.0,40.5,41.1,0,疫病前兆
Day06-10:38,6,10,38,24.9,55.3,9.6,953.0,33.1,38.9,0,疫病前兆
Day06-10:39,6,10,39,25.0,56.9,7.4,971.0,31.2,38.4,0,疫病前兆
Day06-10:40,6,10,40,25.4,56.4,9.8,1061.0,29.0,38.6,0,疫病前兆
Day06-10:41,6,10,41,25.4,57.0,8.4,980.0,29.4,38.3,0,疫病前兆
Day06-10:42,6,10,42,25.0,57.4,8.7,919.0,35.5,38.4,0,疫病前兆
Day06-10:43,6,10,43,24.6,55.1,7.0,880.0,33.7,41.4,0,疫病前兆
Day06-10:44,6,10,44,25.0,58.3,6.7,875.0,27.8,38.3,0,疫病前兆
Day06-10:45,6,10,45,24.9,56.4,8.9,987.0,33.8,40.9,0,疫病前兆
Day06-10:46,6,10,46,24.5,57.8,8.9,940.0,37.8,41.2,0,疫病前兆
Day06-10:47,6,10,47,24.6,58.7,12.8,972.0,31.3,40.7,0,疫病前兆
Day06-10:48,6,10,48,24.8,55.6,8.3,939.0,38.6,38.8,0,疫病前兆
Day06-10:49,6,10,49,24.5,56.2,9.4,957.0,29.5,38.2,0,疫病前兆
Day06-10:50,6,10,50,24.7,55.2,9.7,909.0,37.1,40.4,0,疫病前兆
Day06-10:51,6,10,51,24.9,57.2,6.8,1038.0,45.2,38.3,0,疫病前兆
Day06-10:52,6,10,52,25.1,56.4,10.7,938.0,37.7,38.4,0,疫病前兆
Day06-10:53,6,10,53,24.8,56.7,10.5,824.0,36.6,38.8,0,疫病前兆
Day06-10:54,6,10,54,25.5,56.8,9.3,1002.0,42.6,38.5,0,疫病前兆
Day06-10:55,6,10,55,25.5,57.4,10.7,930.0,37.6,38.4,0,疫病前兆
Day06-10:56,6,10,56,25.0,56.9,8.4,984.0,36.4,39.0,0,疫病前兆
Day06-10:57,6,10,57,24.6,56.2,10.5,958.0,29.6,38.6,0,疫病前兆
Day06-10:58,6,10,58,25.2,56.1,7.0,882.0,35.6,40.4,0,疫病前兆
Day06-10:59,6,10,59,24.7,57.6,8.4,942.0,36.4,40.6,0,疫病前兆
Day06-11:00,6,11,0,24.8,58.5,8.7,966.0,30.7,38.3,0,疫病前兆
Day06-11:01,6,11,1,24.8,57.5,7.3,1004.0,28.9,38.5,0,疫病前兆
Day06-11:02,6,11,2,24.8,56.8,9.1,1013.0,27.3,38.9,0,疫病前兆
Day06-11:03,6,11,3,24.7,57.3,11.2,1033.0,31.5,40.3,0,疫病前兆
Day06-11:04,6,11,4,25.0,56.9,12.3,1003.0,35.3,38.2,0,疫病前兆
Day06-11:05,6,11,5,24.7,55.8,10.3,1039.0,35.1,38.1,0,疫病前兆
Day06-11:06,6,11,6,24.4,56.0,11.2,945.0,39.2,41.4,0,疫病前兆
Day06-11:07,6,11,7,24.8,57.8,12.3,1020.0,38.7,39.4,0,疫病前兆
Day06-11:08,6,11,8,25.0,57.1,8.5,1013.0,42.6,38.4,0,疫病前兆
Day06-11:09,6,11,9,24.4,57.9,10.6,1016.0,33.5,41.1,0,疫病前兆
Day06-11:10,6,11,10,25.0,57.3,11.6,989.0,34.6,40.5,0,疫病前兆
Day06-11:11,6,11,11,25.4,57.1,8.2,1082.0,33.8,38.3,0,疫病前兆
Day06-11:12,6,11,12,25.4,56.1,10.7,1057.0,36.8,38.0,0,疫病前兆
Day06-11:13,6,11,13,25.3,55.6,11.1,953.0,39.8,41.1,0,疫病前兆
Day06-11:14,6,11,14,25.3,57.1,11.4,957.0,29.2,38.5,0,疫病前兆
